260915	135050	114.544989	38.02189309
260915	135055	114.5448603	38.02105624
260915	165100	114.5489587	38.02187163
260915	135105	114.5525421	38.02223641
260915	135110	114.5563616	38.02227933
260915	135115	114.5616402	38.02236516
260915	135120	114.5653309	38.02249391
260915	135125	114.5684637	38.02283723
260915	135130	114.5709528	38.02270848
260915	135135	114.5727982	38.02253682
260915	135140	114.5739569	38.02283723
260915	135145	114.5737852	38.02382428
260915	135150	114.5725836	38.02476842
260915	135155	114.5715965	38.02575547
260915	135200	114.5715536	38.02691419
260915	135205	114.5715965	38.0280729
260915	135210	114.5714249	38.02961785
260915	135215	114.5712961	38.0311628
260915	135220	114.5712961	38.03275067
260915	135225	114.5712961	38.03468186
260915	135230	114.5711245	38.03635556
260915	135235	114.5711674	38.03777177
260915	135240	114.5708241	38.03987462
260915	135245	114.5707382	38.04124791
260915	135250	114.5708241	38.04322202
260915	135255	114.5709957	38.04502446
260915	135300	114.5709099	38.04669816
260915	135305	114.5715536	38.04880101
260915	135310	114.5722832	38.05111844
260915	135315	114.5723261	38.05360753
260915	135320	114.5722403	38.05609662
260915	135325	114.572369	38.05777032
260915	135330	114.5726265	38.06021649
260915	135335	114.5724978	38.0621906
260915	135340	114.5725407	38.06356389
260915	135345	114.5724978	38.06755502
260915	135350	114.5723261	38.07047326
260915	135355	114.5741285	38.073649
260915	135400	114.5774759	38.07648141
260915	135405	114.5805658	38.07802636
260915	135410	114.5821108	38.07918507
260915	135415	114.5834197	38.08017213
260915	135420	114.5857157	38.08186728
260915	135425	114.5876254	38.08298308
260915	135430	114.5905866	38.08517177
260915	135435	114.5933546	38.08697421
260915	135440	114.5956291	38.0887552
260915	135445	114.5974959	38.08980662
260915	135450	114.6010794	38.09302527
260915	135455	114.6039547	38.09439856
260915	135500	114.60683	38.09581477
260915	135505	114.6079029	38.09753138
260915	135510	114.6082462	38.10044963
260915	135515	114.608375	38.10298163
260915	135520	114.6083321	38.10581405
260915	135525	114.6085037	38.1090327
260915	135530	114.6080746	38.11242301
260915	135535	114.6082462	38.11645705
260915	135540	114.608375	38.11873156
260915	135545	114.6084608	38.12461097
260915	135550	114.6103491	38.12993247
260915	135555	114.6137823	38.13405234
260915	135600	114.6145548	38.13808638
260915	135605	114.6145548	38.1440087
260915	135610	114.6151556	38.15121848
260915	135615	114.6152414	38.15439422
260915	135620	114.6239962	38.15327842
260915	135625	114.6399607	38.15293509
260915	135630	114.6535219	38.15224845
260915	135635	114.6663965	38.156025
260915	135640	114.6809877	38.15636832
260915	135645	114.6906008	38.15533835
260915	135650	114.7039904	38.15362174
260915	135655	114.7185816	38.15327842
260915	135700	114.7372927	38.15276343
260915	135705	114.7513689	38.15242011
260915	135710	114.7731699	38.1537934
260915	135715	114.7793497	38.1537934
260915	135720	114.7827829	38.15362174
