260601	131211	114.5166382	38.04167142	71.76477025
260601	131212	114.5166114	38.04222932	71.81608021
260601	131213	114.518328	38.04226151	71.76676558
260601	131214	114.5203879	38.04233124	72.16650152
260601	131215	114.5219704	38.04236343	71.44702862
260601	131216	114.5242128	38.04246535	71.42035336
260601	131217	114.5264336	38.04255118	70.7618998
260601	131218	114.5269057	38.04257264	70.52084821
260601	131219	114.526616	38.05026522	71.8528412
260601	131220	114.5264658	38.05756083	72.37742368
260601	131221	114.5262512	38.06163778	75.60002775
260601	131222	114.5260581	38.06607952	74.50120618
260601	131223	114.525865	38.06809654	75.32138562
260601	131224	114.5258006	38.06968441	74.00277693
260601	131225	114.5258006	38.0704998	74.75289798
260601	131226	114.5252803	38.07120791	74.68868238
260601	131227	114.5253446	38.07383111	74.43643951
260601	131228	114.5253768	38.07703903	73.08192655
260601	131229	114.5328226	38.0759876	71.84804481
260601	131230	114.540483	38.07495763	70.5282375
260601	131231	114.5468345	38.0743139	69.91288913
260601	131232	114.5519629	38.07330539	70.21820723
260601	131233	114.5562115	38.0717819	70.66211772
260601	131234	114.5644727	38.06907823	70.9584549
260601	131235	114.57091	38.06714704	66.62457144
260601	131236	114.572455	38.0667608	67.46569381
260601	131237	114.57297	38.06976488	71.70483993
260601	131238	114.5735922	38.07214668	71.63134793
260601	131239	114.5760599	38.07504346	71.44352258
260601	131240	114.5791712	38.07733943	70.82866044
260601	131241	114.5847931	38.08154514	70.03875732
260601	131242	114.5907798	38.08564355	69.44078085
260601	131243	114.5983115	38.09113672	69.27901219
260601	131244	114.5906296	38.09272459	70.10639731
260601	131245	114.5838919	38.09461286	68.475578
260601	131246	114.5817461	38.09989145	70.4509015
260601	131247	114.5827332	38.11478307	65.57428501
260601	131248	114.5840207	38.12405279	70.11143352
260601	131249	114.5842781	38.12836578	69.60419162
260601	131250	114.5875719	38.12846234	70.9503936
260601	131251	114.5914557	38.12833359	70.01546972
260601	131252	114.5944705	38.12841942	69.86846827
260601	131253	114.5972278	38.12841942	67.94987794
260601	131254	114.5996418	38.12672427	68.21274582
260601	131255	114.6032038	38.12397769	68.32281932
260601	131256	114.6095124	38.12307646	67.32371153
260601	131257	114.619812	38.12307646	65.94500139
260601	131258	114.6302405	38.12303355	65.75695489
260601	131259	114.6381798	38.12294772	64.92851708
260601	131300	114.6498528	38.12294772	64.62215412
260601	131301	114.6569553	38.12279751	63.84986883
260601	131302	114.6592083	38.12288334	63.54144637
260601	131303	114.6592083	38.12063029	64.46379987
260601	131304	114.6589616	38.1191819	64.24788284
260601	131305	114.662545	38.11970761	64.4197431
260601	131306	114.6643099	38.11967006	63.93897212
260601	131307	114.6653989	38.11967006	64.0112828
260601	131308	114.6654472	38.12060883	63.61299515
260601	131309	114.6654579	38.12267413	64.16959598
260601	131310	114.6663591	38.12278142	63.73557184
260601	131311	114.6677217	38.12285652	63.78751841
260601	131312	114.6676895	38.12429419	63.75244269
