260601	21:21:22	114.5166382	38.04167142	71.76477025
260601	21:21:33	114.5166114	38.04222932	71.81608021
260601	21:21:44	114.518328	38.04226151	71.76676558
260601	21:21:55	114.5203879	38.04233124	72.16650152
260601	21:22:06	114.5219704	38.04236343	71.44702862
260601	21:22:17	114.5242128	38.04246535	71.42035336
260601	21:22:28	114.5264336	38.04255118	70.7618998
260601	21:22:39	114.5269057	38.04257264	70.52084821
260601	21:22:50	114.526616	38.05026522	71.8528412
260601	21:23:01	114.5264658	38.05756083	72.37742368
260601	21:23:12	114.5262512	38.06163778	75.60002775
260601	21:23:23	114.5260581	38.06607952	74.50120618
260601	21:23:34	114.525865	38.06809654	75.32138562
260601	21:23:45	114.5258006	38.06968441	74.00277693
260601	21:23:56	114.5258006	38.0704998	74.75289798
260601	21:24:07	114.5252803	38.07120791	74.68868238
260601	21:24:18	114.5253446	38.07383111	74.43643951
260601	21:24:29	114.5253768	38.07703903	73.08192655
260601	21:24:40	114.5328226	38.0759876	71.84804481
260601	21:24:51	114.540483	38.07495763	70.5282375
260601	21:25:02	114.5468345	38.0743139	69.91288913
260601	21:25:13	114.5519629	38.07330539	70.21820723
260601	21:25:24	114.5562115	38.0717819	70.66211772
260601	21:25:35	114.5644727	38.06907823	70.9584549
260601	21:25:46	114.57091	38.06714704	66.62457144
260601	21:25:57	114.572455	38.0667608	67.46569381
260601	21:26:08	114.57297	38.06976488	71.70483993
260601	21:26:19	114.5735922	38.07214668	71.63134793
260601	21:26:30	114.5760599	38.07504346	71.44352258
260601	21:26:41	114.5791712	38.07733943	70.82866044
260601	21:26:52	114.5847931	38.08154514	70.03875732
260601	21:27:03	114.5907798	38.08564355	69.44078085
260601	21:27:14	114.5983115	38.09113672	69.27901219
260801	21:27:25	114.5167213	38.04228028	71.80323712
260801	21:27:36	114.5838409	38.04352483	67.41252398
260801	21:27:47	114.5857721	38.04356774	66.93973775
260801	21:27:58	114.5855146	38.06017598	70.734829
260801	21:28:09	114.5817381	38.07957372	71.69777263
260801	21:28:20	114.584828	38.13047131	70.00719677
260801	21:28:31	114.5895487	38.16368779	69.76221147
260801	21:28:42	114.6333223	38.20917805	72.81536152
260801	21:28:53	114.6444803	38.22050771	71.45745428
260801	21:29:04	114.6597582	38.27681264	73.04061574
260801	21:29:15	114.6831041	38.30651006	72.00324319
260801	21:29:26	114.7243029	38.34118565	70.28006545
260801	21:29:37	114.7969156	38.38341435	65.19673884
260801	21:29:48	114.8527056	38.4263297	62.25322844
260801	21:29:59	114.8679834	38.43868932	60.40921841
260801	21:30:10	114.9553591	38.44967564	52.46481447
260801	21:30:21	114.9848848	38.4618636	51.9888458
260801	21:30:32	115.0077158	38.48211964	50.65602151
260801	21:30:43	115.0274569	38.50598058	52.28998617
260801	21:30:54	115.0494295	38.53893956	49.17837353
260801	21:31:05	115.0811869	38.57378682	48.87206262
260801	21:31:16	115.0998121	38.58262738	46.53185757
260801	21:31:27	115.1342302	38.58880719	42.43310554
260801	21:31:38	115.1560312	38.59970769	41.05519657
260801	21:31:49	115.1744848	38.6156722	38.40640958
260801	21:32:00	115.1894623	38.63318166	37.76064679
260801	21:32:11	115.200234	38.64824494	38.83905196
260801	21:32:22	115.2191168	38.66347989	36.45515593
260801	21:32:33	115.2358538	38.67480954	34.94101815
260801	21:32:44	115.2506166	38.68051728	30.98262627
